id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses,crt
AISSCUALUU,11,syllogistic,multiple-choice,All;drivers;writers/Some not;hikers;writers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|NVC,Some;hikers;drivers|No;drivers;hikers,False,False,AO3,"['drivers', 'writers', 'hikers']","['ica', 'eac']",39083,"[{'state': ['eac'], 'rt': 14059}, {'state': ['ica', 'eac'], 'rt': 27904}]",0.14285714285714285
AISSCUALUU,12,syllogistic,multiple-choice,No;porters;judges/All;porters;brewers,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|No;judges;brewers|No;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|NVC,Some;judges;brewers|Some;brewers;judges|Some not;judges;brewers|Some not;brewers;judges,False,False,EA4,"['judges', 'porters', 'brewers']","['iac', 'ica', 'oac', 'oca']",86524,"[{'state': ['nvc'], 'rt': 52032}, {'state': [], 'rt': 60466}, {'state': ['iac'], 'rt': 74411}, {'state': ['iac', 'ica'], 'rt': 79039}, {'state': ['iac', 'ica', 'oac'], 'rt': 82334}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 83067}]",0.14285714285714285
AISSCUALUU,13,syllogistic,multiple-choice,All;actors;lawyers/All;swimmers;actors,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,No;swimmers;lawyers,False,False,AA2,"['lawyers', 'actors', 'swimmers']",['eca'],55876,"[{'state': ['eca'], 'rt': 16073}, {'state': ['eac', 'eca'], 'rt': 29713}, {'state': ['eca'], 'rt': 31920}]",0.14285714285714285
AISSCUALUU,14,syllogistic,multiple-choice,Some not;judges;athletes/No;drillers;athletes,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,Some;judges;drillers|Some;drillers;judges,False,False,OE3,"['judges', 'athletes', 'drillers']","['iac', 'ica']",60101,"[{'state': ['iac'], 'rt': 37441}, {'state': ['iac', 'ica'], 'rt': 53868}]",0.14285714285714285
AISSCUALUU,15,syllogistic,multiple-choice,All;clerks;auditors/Some;cashiers;clerks,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,Some;cashiers;auditors|Some not;cashiers;auditors,False,False,AI2,"['auditors', 'clerks', 'cashiers']","['ica', 'oca']",72002,"[{'state': ['oca'], 'rt': 47887}, {'state': [], 'rt': 50115}, {'state': ['ica'], 'rt': 54081}, {'state': ['ica', 'oca'], 'rt': 61160}]",0.14285714285714285
AISSCUALUU,16,syllogistic,multiple-choice,Some;poets;writers/Some not;writers;singers,All;poets;singers|All;singers;poets|Some;poets;singers|Some;singers;poets|No;poets;singers|No;singers;poets|Some not;poets;singers|Some not;singers;poets|NVC,Some;poets;singers|Some not;poets;singers,False,False,IO1,"['poets', 'writers', 'singers']","['iac', 'oac']",58508,"[{'state': ['iac'], 'rt': 34759}, {'state': ['iac', 'oac'], 'rt': 45459}]",0.14285714285714285
AISSCUALUU,17,syllogistic,multiple-choice,Some not;actuaries;riders/All;actuaries;designers,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,NVC,False,False,OA4,"['riders', 'actuaries', 'designers']",['nvc'],68111,"[{'state': ['nvc'], 'rt': 66982}]",0.14285714285714285
AISSCUALUU,18,syllogistic,multiple-choice,Some not;students;cyclists/Some;cyclists;buyers,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,Some;students;buyers|Some not;students;buyers,False,False,OI1,"['students', 'cyclists', 'buyers']","['iac', 'oac']",54802,"[{'state': ['iac'], 'rt': 21769}, {'state': ['iac', 'oac'], 'rt': 24820}, {'state': ['iac', 'ica', 'oac'], 'rt': 44683}, {'state': ['iac', 'oac'], 'rt': 49586}]",0.14285714285714285
AISSCUALUU,19,syllogistic,multiple-choice,Some not;architects;trainers/No;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|No;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|NVC,Some;designers;trainers|Some not;designers;trainers,False,False,OE2,"['trainers', 'architects', 'designers']","['ica', 'oca']",94423,"[{'state': ['ica'], 'rt': 14910}, {'state': ['ica', 'oca'], 'rt': 28936}, {'state': ['iac', 'ica', 'oca'], 'rt': 64859}, {'state': ['ica', 'oca'], 'rt': 92979}]",0.14285714285714285
AISSCUALUU,20,syllogistic,multiple-choice,No;scientists;golfers/All;workers;golfers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,Some;scientists;workers|No;workers;scientists,False,False,EA3,"['scientists', 'golfers', 'workers']","['iac', 'eca']",52560,"[{'state': ['iac'], 'rt': 13323}, {'state': ['iac', 'eca'], 'rt': 45116}]",0.14285714285714285
AISSCUALUU,21,syllogistic,multiple-choice,Some;tutors;tailors/Some not;brewers;tutors,All;tailors;brewers|All;brewers;tailors|Some;tailors;brewers|Some;brewers;tailors|No;tailors;brewers|No;brewers;tailors|Some not;tailors;brewers|Some not;brewers;tailors|NVC,Some;tailors;brewers|Some;brewers;tailors,False,False,IO2,"['tailors', 'tutors', 'brewers']","['iac', 'ica']",49168,"[{'state': ['ica'], 'rt': 19721}, {'state': ['iac', 'ica'], 'rt': 40788}]",0.14285714285714285
AISSCUALUU,22,syllogistic,multiple-choice,No;riders;counselors/Some not;joggers;counselors,All;riders;joggers|All;joggers;riders|Some;riders;joggers|Some;joggers;riders|No;riders;joggers|No;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|NVC,Some;riders;joggers|Some;joggers;riders,False,False,EO3,"['riders', 'counselors', 'joggers']","['iac', 'ica']",59694,"[{'state': ['iac'], 'rt': 16938}, {'state': ['iac', 'ica'], 'rt': 42690}, {'state': ['iac'], 'rt': 45273}, {'state': ['iac', 'ica'], 'rt': 54803}]",0.14285714285714285
AISSCUALUU,23,syllogistic,multiple-choice,All;chemists;skaters/Some not;skaters;hikers,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,Some;hikers;chemists|No;chemists;hikers,False,False,AO1,"['chemists', 'skaters', 'hikers']","['ica', 'eac']",45030,"[{'state': ['eac'], 'rt': 13690}, {'state': ['ica', 'eac'], 'rt': 30706}]",0.14285714285714285
AISSCUALUU,24,syllogistic,multiple-choice,Some;agents;poets/Some;skaters;agents,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|No;poets;skaters|No;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|NVC,Some;poets;skaters|Some;skaters;poets|Some not;poets;skaters|Some not;skaters;poets,False,False,II2,"['poets', 'agents', 'skaters']","['iac', 'ica', 'oac', 'oca']",28973,"[{'state': ['iac'], 'rt': 8390}, {'state': ['iac', 'ica'], 'rt': 21520}, {'state': ['iac', 'ica', 'oca'], 'rt': 27428}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 27967}]",0.14285714285714285
AISSCUALUU,25,syllogistic,multiple-choice,All;bakers;sculptors/Some not;bakers;gamblers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,NVC,False,False,AO4,"['sculptors', 'bakers', 'gamblers']",['nvc'],42529,"[{'state': ['nvc'], 'rt': 41330}]",0.14285714285714285
AISSCUALUU,26,syllogistic,multiple-choice,Some;dancers;boxers/All;typists;boxers,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|No;dancers;typists|No;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|NVC,Some;dancers;typists|No;typists;dancers|Some not;dancers;typists,False,False,IA3,"['dancers', 'boxers', 'typists']","['iac', 'eca', 'oac']",28721,"[{'state': ['iac'], 'rt': 9987}, {'state': ['iac', 'oac'], 'rt': 15021}, {'state': ['iac', 'eca', 'oac'], 'rt': 24337}]",0.14285714285714285
AISSCUALUU,27,syllogistic,multiple-choice,All;engineers;campers/No;engineers;fencers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|No;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|NVC,NVC,False,False,AE4,"['campers', 'engineers', 'fencers']",['nvc'],47596,"[{'state': ['nvc'], 'rt': 45918}]",0.14285714285714285
AISSCUALUU,28,syllogistic,multiple-choice,Some not;chefs;trainers/Some not;bankers;chefs,All;trainers;bankers|All;bankers;trainers|Some;trainers;bankers|Some;bankers;trainers|No;trainers;bankers|No;bankers;trainers|Some not;trainers;bankers|Some not;bankers;trainers|NVC,Some;trainers;bankers|Some;bankers;trainers|Some not;trainers;bankers|Some not;bankers;trainers,False,False,OO2,"['trainers', 'chefs', 'bankers']","['iac', 'ica', 'oac', 'oca']",55335,"[{'state': ['ica'], 'rt': 36091}, {'state': ['iac', 'ica'], 'rt': 46793}, {'state': ['iac', 'ica', 'oac'], 'rt': 50403}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 51553}]",0.14285714285714285
AISSCUALUU,29,syllogistic,multiple-choice,All;nurses;cooks/No;painters;cooks,All;nurses;painters|All;painters;nurses|Some;nurses;painters|Some;painters;nurses|No;nurses;painters|No;painters;nurses|Some not;nurses;painters|Some not;painters;nurses|NVC,Some;painters;nurses|No;nurses;painters|Some not;painters;nurses,False,False,AE3,"['nurses', 'cooks', 'painters']","['ica', 'eac', 'oca']",39989,"[{'state': ['eac'], 'rt': 10751}, {'state': ['ica', 'eac'], 'rt': 22019}, {'state': ['ica', 'eac', 'oca'], 'rt': 29667}]",0.14285714285714285
AISSCUALUU,30,syllogistic,multiple-choice,Some;chemists;potters/Some;sailors;potters,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,Some;chemists;sailors|Some;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists,False,False,II3,"['chemists', 'potters', 'sailors']","['iac', 'ica', 'oac', 'oca']",44770,"[{'state': ['iac'], 'rt': 13771}, {'state': [], 'rt': 15042}, {'state': ['iac'], 'rt': 19151}, {'state': ['iac', 'ica'], 'rt': 31905}, {'state': ['iac', 'ica', 'oca'], 'rt': 42818}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 43641}]",0.14285714285714285
AISSCUALUU,31,syllogistic,multiple-choice,Some not;novelists;campers/Some;joggers;novelists,All;campers;joggers|All;joggers;campers|Some;campers;joggers|Some;joggers;campers|No;campers;joggers|No;joggers;campers|Some not;campers;joggers|Some not;joggers;campers|NVC,Some;joggers;campers,False,False,OI2,"['campers', 'novelists', 'joggers']",['ica'],33491,"[{'state': ['ica'], 'rt': 23240}]",0.14285714285714285
AISSCUALUU,32,syllogistic,multiple-choice,No;analysts;novelists/Some;novelists;travelers,All;analysts;travelers|All;travelers;analysts|Some;analysts;travelers|Some;travelers;analysts|No;analysts;travelers|No;travelers;analysts|Some not;analysts;travelers|Some not;travelers;analysts|NVC,Some;analysts;travelers|Some not;analysts;travelers,False,False,EI1,"['analysts', 'novelists', 'travelers']","['iac', 'oac']",38583,"[{'state': ['iac'], 'rt': 21281}, {'state': ['iac', 'oac'], 'rt': 23915}]",0.14285714285714285
AISSCUALUU,34,syllogistic,multiple-choice,No;surfers;boxers/Some not;boxers;florists,All;surfers;florists|All;florists;surfers|Some;surfers;florists|Some;florists;surfers|No;surfers;florists|No;florists;surfers|Some not;surfers;florists|Some not;florists;surfers|NVC,Some;surfers;florists|Some;florists;surfers|Some not;surfers;florists|Some not;florists;surfers,False,False,EO1,"['surfers', 'boxers', 'florists']","['iac', 'ica', 'oac', 'oca']",40454,"[{'state': ['ica'], 'rt': 23676}, {'state': ['iac', 'ica'], 'rt': 32991}, {'state': ['iac', 'ica', 'oac'], 'rt': 34699}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 36001}]",0.14285714285714285
AISSCUALUU,35,syllogistic,multiple-choice,Some not;dentists;actors/Some not;dentists;buyers,All;actors;buyers|All;buyers;actors|Some;actors;buyers|Some;buyers;actors|No;actors;buyers|No;buyers;actors|Some not;actors;buyers|Some not;buyers;actors|NVC,Some;actors;buyers|Some;buyers;actors|Some not;actors;buyers|Some not;buyers;actors,False,False,OO4,"['actors', 'dentists', 'buyers']","['iac', 'ica', 'oac', 'oca']",33711,"[{'state': ['eac'], 'rt': 21671}, {'state': [], 'rt': 24142}, {'state': ['iac'], 'rt': 25098}, {'state': ['iac', 'ica'], 'rt': 27609}, {'state': ['iac', 'ica', 'oac'], 'rt': 30375}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 32389}]",0.14285714285714285
AISSCUALUU,36,syllogistic,multiple-choice,Some;soldiers;editors/No;florists;editors,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,Some;soldiers;florists|Some;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers,False,False,IE3,"['soldiers', 'editors', 'florists']","['iac', 'ica', 'oac', 'oca']",19940,"[{'state': ['ica'], 'rt': 12813}, {'state': ['iac', 'ica'], 'rt': 16086}, {'state': ['iac', 'ica', 'oac'], 'rt': 17764}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 18740}]",0.14285714285714285
AISSCUALUU,37,syllogistic,multiple-choice,Some;linguists;carpenters/Some;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,NVC,False,False,II4,"['carpenters', 'linguists', 'divers']",['nvc'],22207,"[{'state': ['nvc'], 'rt': 19858}]",0.14285714285714285
AISSCUALUU,38,syllogistic,multiple-choice,Some;therapists;climbers/No;climbers;skaters,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,Some;therapists;skaters|Some;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists,False,False,IE1,"['therapists', 'climbers', 'skaters']","['iac', 'ica', 'oac', 'oca']",34961,"[{'state': ['ica'], 'rt': 23432}, {'state': ['iac', 'ica'], 'rt': 27498}, {'state': ['iac', 'ica', 'oac'], 'rt': 30904}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 31718}]",0.14285714285714285
AISSCUALUU,39,syllogistic,multiple-choice,No;cyclists;lifeguards/Some not;divers;cyclists,All;lifeguards;divers|All;divers;lifeguards|Some;lifeguards;divers|Some;divers;lifeguards|No;lifeguards;divers|No;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards|NVC,Some;lifeguards;divers|Some;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards,False,False,EO2,"['lifeguards', 'cyclists', 'divers']","['iac', 'ica', 'oac', 'oca']",47672,"[{'state': ['ica'], 'rt': 26173}, {'state': ['ica', 'oca'], 'rt': 29040}, {'state': ['iac', 'ica', 'oca'], 'rt': 43534}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 46686}]",0.14285714285714285
AISSCUALUU,40,syllogistic,multiple-choice,Some not;poets;waiters/No;waiters;cashiers,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|NVC,Some;poets;cashiers|Some not;poets;cashiers,False,False,OE1,"['poets', 'waiters', 'cashiers']","['iac', 'oac']",30482,"[{'state': ['iac'], 'rt': 20162}, {'state': ['iac', 'oac'], 'rt': 21504}, {'state': ['iac', 'ica', 'oac'], 'rt': 28195}, {'state': ['iac', 'oac'], 'rt': 29212}]",0.14285714285714285
AISSCUALUU,41,syllogistic,multiple-choice,Some;planners;surfers/All;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|No;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|NVC,Some;surfers;artists|No;artists;surfers|Some not;surfers;artists,False,False,IA2,"['surfers', 'planners', 'artists']","['iac', 'eca', 'oac']",39441,"[{'state': ['eca'], 'rt': 13361}, {'state': ['iac', 'eca'], 'rt': 34785}, {'state': ['iac', 'eca', 'oac'], 'rt': 36615}]",0.14285714285714285
AISSCUALUU,42,syllogistic,multiple-choice,Some;dancers;editors/Some not;scholars;editors,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,Some;dancers;scholars|Some;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers,False,False,IO3,"['dancers', 'editors', 'scholars']","['iac', 'ica', 'oac', 'oca']",38498,"[{'state': ['iac'], 'rt': 16301}, {'state': ['iac', 'oac'], 'rt': 20826}, {'state': ['iac', 'ica', 'oac'], 'rt': 34726}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 37227}]",0.14285714285714285
AISSCUALUU,43,syllogistic,multiple-choice,No;mayors;cooks/All;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,Some;mayors;swimmers|Some;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors,False,False,EA1,"['mayors', 'cooks', 'swimmers']","['iac', 'ica', 'oac', 'oca']",42291,"[{'state': ['iac'], 'rt': 23946}, {'state': ['iac', 'ica'], 'rt': 32692}, {'state': ['iac', 'ica', 'oac'], 'rt': 36078}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 36993}]",0.14285714285714285
AISSCUALUU,44,syllogistic,multiple-choice,No;teachers;golfers/Some;bankers;golfers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,Some;bankers;teachers|Some not;bankers;teachers,False,False,EI3,"['teachers', 'golfers', 'bankers']","['ica', 'oca']",23944,"[{'state': ['ica'], 'rt': 16482}, {'state': ['ica', 'oca'], 'rt': 17844}]",0.14285714285714285
AISSCUALUU,45,syllogistic,multiple-choice,No;planners;doctors/No;typists;planners,All;doctors;typists|All;typists;doctors|Some;doctors;typists|Some;typists;doctors|No;doctors;typists|No;typists;doctors|Some not;doctors;typists|Some not;typists;doctors|NVC,Some;typists;doctors,False,False,EE2,"['doctors', 'planners', 'typists']",['ica'],30074,"[{'state': ['ica'], 'rt': 22317}]",0.14285714285714285
AISSCUALUU,46,syllogistic,multiple-choice,Some;farmers;assistants/All;assistants;scholars,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers,False,False,IA1,"['farmers', 'assistants', 'scholars']","['iac', 'ica', 'oac', 'oca']",34535,"[{'state': ['iac'], 'rt': 19042}, {'state': [], 'rt': 19784}, {'state': ['iac'], 'rt': 21716}, {'state': ['iac', 'ica'], 'rt': 29158}, {'state': ['iac', 'ica', 'oac'], 'rt': 32595}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 33326}]",0.14285714285714285
AISSCUALUU,47,syllogistic,multiple-choice,Some not;mayors;cleaners/All;models;cleaners,All;mayors;models|All;models;mayors|Some;mayors;models|Some;models;mayors|No;mayors;models|No;models;mayors|Some not;mayors;models|Some not;models;mayors|NVC,Some;mayors;models|No;models;mayors,False,False,OA3,"['mayors', 'cleaners', 'models']","['iac', 'eca']",34138,"[{'state': ['iac'], 'rt': 9740}, {'state': ['iac', 'eca'], 'rt': 15189}, {'state': ['iac', 'eca', 'oac'], 'rt': 20568}, {'state': ['iac', 'eca'], 'rt': 23861}]",0.14285714285714285
