id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses,crt
ADMKQPEWAO,11,syllogistic,multiple-choice,All;pilots;tailors/Some not;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,NVC,False,False,AO4,"['tailors', 'pilots', 'singers']",['nvc'],11854,"[{'state': ['nvc'], 'rt': 7358}]",0.2857142857142857
ADMKQPEWAO,12,syllogistic,multiple-choice,No;editors;soldiers/Some not;florists;editors,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,Some;soldiers;florists|Some;florists;soldiers,False,False,EO2,"['soldiers', 'editors', 'florists']","['iac', 'ica']",33179,"[{'state': ['ica'], 'rt': 23911}, {'state': ['iac', 'ica'], 'rt': 28758}]",0.2857142857142857
ADMKQPEWAO,13,syllogistic,multiple-choice,Some;potters;chemists/Some;potters;sailors,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,NVC,False,False,II4,"['chemists', 'potters', 'sailors']",['nvc'],15627,"[{'state': ['nvc'], 'rt': 14886}]",0.2857142857142857
ADMKQPEWAO,14,syllogistic,multiple-choice,No;agents;secretaries/Some;agents;brokers,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,NVC,False,False,EI4,"['secretaries', 'agents', 'brokers']",['nvc'],9802,"[{'state': ['nvc'], 'rt': 9000}]",0.2857142857142857
ADMKQPEWAO,15,syllogistic,multiple-choice,No;skaters;poets/Some;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|No;poets;miners|No;miners;poets|Some not;poets;miners|Some not;miners;poets|NVC,Some not;poets;miners|Some not;miners;poets,False,False,EI2,"['poets', 'skaters', 'miners']","['oac', 'oca']",32597,"[{'state': ['oca'], 'rt': 17354}, {'state': ['oac', 'oca'], 'rt': 22589}]",0.2857142857142857
ADMKQPEWAO,16,syllogistic,multiple-choice,Some not;golfers;teachers/No;bankers;golfers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,NVC,False,False,OE2,"['teachers', 'golfers', 'bankers']",['nvc'],12503,"[{'state': ['nvc'], 'rt': 11565}]",0.2857142857142857
ADMKQPEWAO,17,syllogistic,multiple-choice,Some;engineers;therapists/All;travelers;engineers,All;therapists;travelers|All;travelers;therapists|Some;therapists;travelers|Some;travelers;therapists|No;therapists;travelers|No;travelers;therapists|Some not;therapists;travelers|Some not;travelers;therapists|NVC,Some;therapists;travelers|Some;travelers;therapists|Some not;therapists;travelers|Some not;travelers;therapists,False,False,IA2,"['therapists', 'engineers', 'travelers']","['iac', 'ica', 'oac', 'oca']",15027,"[{'state': ['ica'], 'rt': 11093}, {'state': ['iac', 'ica'], 'rt': 12011}, {'state': ['iac', 'ica', 'oac'], 'rt': 13645}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 14104}]",0.2857142857142857
ADMKQPEWAO,18,syllogistic,multiple-choice,Some;tellers;doctors/No;climbers;tellers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,NVC,False,False,IE2,"['doctors', 'tellers', 'climbers']",['nvc'],15528,"[{'state': ['nvc'], 'rt': 14818}]",0.2857142857142857
ADMKQPEWAO,19,syllogistic,multiple-choice,Some;lifeguards;cyclists/All;cyclists;divers,All;lifeguards;divers|All;divers;lifeguards|Some;lifeguards;divers|Some;divers;lifeguards|No;lifeguards;divers|No;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards|NVC,Some;lifeguards;divers|Some;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards,False,False,IA1,"['lifeguards', 'cyclists', 'divers']","['iac', 'ica', 'oac', 'oca']",9502,"[{'state': ['iac'], 'rt': 6111}, {'state': ['iac', 'ica'], 'rt': 6830}, {'state': ['iac', 'ica', 'oca'], 'rt': 8291}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 8693}]",0.2857142857142857
ADMKQPEWAO,20,syllogistic,multiple-choice,No;chefs;trainers/No;chefs;bankers,All;trainers;bankers|All;bankers;trainers|Some;trainers;bankers|Some;bankers;trainers|No;trainers;bankers|No;bankers;trainers|Some not;trainers;bankers|Some not;bankers;trainers|NVC,NVC,False,False,EE4,"['trainers', 'chefs', 'bankers']",['nvc'],11886,"[{'state': ['nvc'], 'rt': 11169}]",0.2857142857142857
ADMKQPEWAO,21,syllogistic,multiple-choice,No;bakers;sculptors/All;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,No;sculptors;gamblers|No;gamblers;sculptors,False,False,EA2,"['sculptors', 'bakers', 'gamblers']","['eac', 'eca']",16289,"[{'state': ['eac'], 'rt': 12082}, {'state': ['eac', 'eca'], 'rt': 13414}]",0.2857142857142857
ADMKQPEWAO,22,syllogistic,multiple-choice,Some;clerks;auditors/Some not;clerks;cashiers,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,NVC,False,False,IO4,"['auditors', 'clerks', 'cashiers']",['nvc'],15143,"[{'state': ['nvc'], 'rt': 14354}]",0.2857142857142857
ADMKQPEWAO,23,syllogistic,multiple-choice,Some not;writers;drivers/Some not;hikers;writers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|NVC,NVC,False,False,OO2,"['drivers', 'writers', 'hikers']",['nvc'],17018,"[{'state': ['nvc'], 'rt': 16058}]",0.2857142857142857
ADMKQPEWAO,24,syllogistic,multiple-choice,Some not;students;cyclists/No;buyers;cyclists,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,NVC,False,False,OE3,"['students', 'cyclists', 'buyers']",['nvc'],13067,"[{'state': ['nvc'], 'rt': 12249}]",0.2857142857142857
ADMKQPEWAO,25,syllogistic,multiple-choice,No;soldiers;assistants/All;assistants;barbers,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,No;soldiers;barbers|No;barbers;soldiers,False,False,EA1,"['soldiers', 'assistants', 'barbers']","['eac', 'eca']",8584,"[{'state': ['eac'], 'rt': 7224}, {'state': ['eac', 'eca'], 'rt': 7726}]",0.2857142857142857
ADMKQPEWAO,26,syllogistic,multiple-choice,No;investors;jugglers/Some;barbers;jugglers,All;investors;barbers|All;barbers;investors|Some;investors;barbers|Some;barbers;investors|No;investors;barbers|No;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|NVC,NVC,False,False,EI3,"['investors', 'jugglers', 'barbers']",['nvc'],9106,"[{'state': ['nvc'], 'rt': 8304}]",0.2857142857142857
ADMKQPEWAO,27,syllogistic,multiple-choice,Some not;porters;judges/All;porters;brewers,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|No;judges;brewers|No;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|NVC,NVC,False,False,OA4,"['judges', 'porters', 'brewers']",['nvc'],7406,"[{'state': ['nvc'], 'rt': 6527}]",0.2857142857142857
ADMKQPEWAO,28,syllogistic,multiple-choice,No;riders;actuaries/Some;actuaries;designers,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,Some not;designers;riders,False,False,EI1,"['riders', 'actuaries', 'designers']",['oca'],39495,"[{'state': ['nvc'], 'rt': 5428}, {'state': ['oca'], 'rt': 21061}]",0.2857142857142857
ADMKQPEWAO,29,syllogistic,multiple-choice,All;boxers;architects/All;runners;architects,All;boxers;runners|All;runners;boxers|Some;boxers;runners|Some;runners;boxers|No;boxers;runners|No;runners;boxers|Some not;boxers;runners|Some not;runners;boxers|NVC,NVC,False,False,AA3,"['boxers', 'architects', 'runners']",['nvc'],14148,"[{'state': ['nvc'], 'rt': 13373}]",0.2857142857142857
ADMKQPEWAO,30,syllogistic,multiple-choice,No;actors;dentists/Some not;dentists;buyers,All;actors;buyers|All;buyers;actors|Some;actors;buyers|Some;buyers;actors|No;actors;buyers|No;buyers;actors|Some not;actors;buyers|Some not;buyers;actors|NVC,NVC,False,False,EO1,"['actors', 'dentists', 'buyers']",['nvc'],6197,"[{'state': ['nvc'], 'rt': 5364}]",0.2857142857142857
ADMKQPEWAO,31,syllogistic,multiple-choice,Some;waiters;poets/Some not;cashiers;waiters,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|NVC,NVC,False,False,IO2,"['poets', 'waiters', 'cashiers']",['nvc'],4946,"[{'state': ['nvc'], 'rt': 4122}]",0.2857142857142857
ADMKQPEWAO,32,syllogistic,multiple-choice,Some;poets;agents/Some not;skaters;agents,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|No;poets;skaters|No;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|NVC,NVC,False,False,IO3,"['poets', 'agents', 'skaters']",['nvc'],16261,"[{'state': ['nvc'], 'rt': 15558}]",0.2857142857142857
ADMKQPEWAO,34,syllogistic,multiple-choice,Some;tailors;tutors/No;brewers;tutors,All;tailors;brewers|All;brewers;tailors|Some;tailors;brewers|Some;brewers;tailors|No;tailors;brewers|No;brewers;tailors|Some not;tailors;brewers|Some not;brewers;tailors|NVC,NVC,False,False,IE3,"['tailors', 'tutors', 'brewers']",['nvc'],10641,"[{'state': ['nvc'], 'rt': 8188}]",0.2857142857142857
ADMKQPEWAO,35,syllogistic,multiple-choice,All;surfers;planners/Some;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|No;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|NVC,NVC,False,False,AI3,"['surfers', 'planners', 'artists']",['nvc'],12684,"[{'state': ['nvc'], 'rt': 11747}]",0.2857142857142857
ADMKQPEWAO,36,syllogistic,multiple-choice,All;athletes;judges/No;athletes;drillers,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,No;judges;drillers|No;drillers;judges,False,False,AE4,"['judges', 'athletes', 'drillers']","['eac', 'eca']",11509,"[{'state': ['eac'], 'rt': 9000}, {'state': ['eac', 'eca'], 'rt': 9579}]",0.2857142857142857
ADMKQPEWAO,37,syllogistic,multiple-choice,All;packers;tutors/Some;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers,False,False,AI1,"['packers', 'tutors', 'butchers']","['iac', 'ica', 'oac', 'oca']",20638,"[{'state': ['iac'], 'rt': 10816}, {'state': ['iac', 'oac'], 'rt': 13223}, {'state': ['iac', 'oac', 'oca'], 'rt': 18051}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 19418}]",0.2857142857142857
ADMKQPEWAO,38,syllogistic,multiple-choice,Some;poets;writers/Some not;writers;singers,All;poets;singers|All;singers;poets|Some;poets;singers|Some;singers;poets|No;poets;singers|No;singers;poets|Some not;poets;singers|Some not;singers;poets|NVC,Some not;singers;poets,False,False,IO1,"['poets', 'writers', 'singers']",['oca'],17229,"[{'state': ['oca'], 'rt': 16391}]",0.2857142857142857
ADMKQPEWAO,39,syllogistic,multiple-choice,All;architects;trainers/Some;architects;designers,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|No;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|NVC,Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers,False,False,AI4,"['trainers', 'architects', 'designers']","['iac', 'ica', 'oac', 'oca']",14575,"[{'state': ['iac'], 'rt': 10432}, {'state': ['iac', 'ica'], 'rt': 12046}, {'state': ['iac', 'ica', 'oac'], 'rt': 13180}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 13596}]",0.2857142857142857
ADMKQPEWAO,40,syllogistic,multiple-choice,Some not;jugglers;farmers/Some;jugglers;gamblers,All;farmers;gamblers|All;gamblers;farmers|Some;farmers;gamblers|Some;gamblers;farmers|No;farmers;gamblers|No;gamblers;farmers|Some not;farmers;gamblers|Some not;gamblers;farmers|NVC,NVC,False,False,OI4,"['farmers', 'jugglers', 'gamblers']",['nvc'],5652,"[{'state': ['nvc'], 'rt': 4865}]",0.2857142857142857
ADMKQPEWAO,41,syllogistic,multiple-choice,Some;actuaries;boxers/Some;opticians;actuaries,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|No;boxers;opticians|No;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|NVC,NVC,False,False,II2,"['boxers', 'actuaries', 'opticians']",['nvc'],6218,"[{'state': ['nvc'], 'rt': 5491}]",0.2857142857142857
ADMKQPEWAO,42,syllogistic,multiple-choice,Some;skaters;chemists/No;skaters;hikers,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,NVC,False,False,IE4,"['chemists', 'skaters', 'hikers']",['nvc'],14928,"[{'state': ['nvc'], 'rt': 13567}]",0.2857142857142857
ADMKQPEWAO,43,syllogistic,multiple-choice,Some not;climbers;secretaries/All;fencers;climbers,All;secretaries;fencers|All;fencers;secretaries|Some;secretaries;fencers|Some;fencers;secretaries|No;secretaries;fencers|No;fencers;secretaries|Some not;secretaries;fencers|Some not;fencers;secretaries|NVC,Some not;secretaries;fencers|Some not;fencers;secretaries,False,False,OA2,"['secretaries', 'climbers', 'fencers']","['oac', 'oca']",25244,"[{'state': ['oca'], 'rt': 22855}, {'state': ['oac', 'oca'], 'rt': 24110}]",0.2857142857142857
ADMKQPEWAO,44,syllogistic,multiple-choice,Some not;actors;nurses/Some;drillers;actors,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|NVC,NVC,False,False,OI2,"['nurses', 'actors', 'drillers']",['nvc'],10655,"[{'state': ['nvc'], 'rt': 9760}]",0.2857142857142857
ADMKQPEWAO,45,syllogistic,multiple-choice,Some not;lawyers;actors/Some not;swimmers;actors,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,NVC,False,False,OO3,"['lawyers', 'actors', 'swimmers']",['nvc'],2852,"[{'state': ['nvc'], 'rt': 2164}]",0.2857142857142857
ADMKQPEWAO,46,syllogistic,multiple-choice,No;sculptors;potters/All;miners;potters,All;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|Some;miners;sculptors|No;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors|NVC,No;sculptors;miners|No;miners;sculptors,False,False,EA3,"['sculptors', 'potters', 'miners']","['eac', 'eca']",19048,"[{'state': ['eca'], 'rt': 13967}, {'state': ['eac', 'eca'], 'rt': 16434}]",0.2857142857142857
ADMKQPEWAO,47,syllogistic,multiple-choice,No;lawyers;athletes/Some not;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,Some not;lawyers;hunters|Some not;hunters;lawyers,False,False,EO3,"['lawyers', 'athletes', 'hunters']","['oac', 'oca']",15313,"[{'state': ['oca'], 'rt': 12656}, {'state': ['oac', 'oca'], 'rt': 14361}]",0.2857142857142857
ADMKQPEWAO,48,syllogistic,multiple-choice,All;analysts;counselors/Some not;counselors;opticians,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,Some not;analysts;opticians|Some not;opticians;analysts,False,False,AO1,"['analysts', 'counselors', 'opticians']","['oac', 'oca']",18691,"[{'state': ['oca'], 'rt': 17217}, {'state': ['oac', 'oca'], 'rt': 17895}]",0.2857142857142857
ADMKQPEWAO,49,syllogistic,multiple-choice,All;editors;dancers/Some not;scholars;editors,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,NVC,False,False,AO2,"['dancers', 'editors', 'scholars']",['nvc'],6513,"[{'state': ['nvc'], 'rt': 5731}]",0.2857142857142857
ADMKQPEWAO,50,syllogistic,multiple-choice,Some not;investors;bakers/Some not;bakers;sailors,All;investors;sailors|All;sailors;investors|Some;investors;sailors|Some;sailors;investors|No;investors;sailors|No;sailors;investors|Some not;investors;sailors|Some not;sailors;investors|NVC,NVC,False,False,OO1,"['investors', 'bakers', 'sailors']",['nvc'],5061,"[{'state': ['nvc'], 'rt': 4187}]",0.2857142857142857
ADMKQPEWAO,51,syllogistic,multiple-choice,All;porters;packers/All;hunters;porters,All;packers;hunters|All;hunters;packers|Some;packers;hunters|Some;hunters;packers|No;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers|NVC,All;packers;hunters|All;hunters;packers,False,False,AA2,"['packers', 'porters', 'hunters']","['aac', 'aca']",11277,"[{'state': ['aac'], 'rt': 7168}, {'state': ['aac', 'aca'], 'rt': 8022}]",0.2857142857142857
ADMKQPEWAO,52,syllogistic,multiple-choice,Some not;scientists;golfers/All;workers;golfers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,Some not;scientists;workers|Some not;workers;scientists,False,False,OA3,"['scientists', 'golfers', 'workers']","['oac', 'oca']",15538,"[{'state': ['oac'], 'rt': 14050}, {'state': ['oac', 'oca'], 'rt': 14580}]",0.2857142857142857
ADMKQPEWAO,53,syllogistic,multiple-choice,Some;scientists;chefs/Some;runners;chefs,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,Some;scientists;runners|Some;runners;scientists|Some not;scientists;runners|Some not;runners;scientists,False,False,II3,"['scientists', 'chefs', 'runners']","['iac', 'ica', 'oac', 'oca']",15817,"[{'state': ['ica'], 'rt': 12017}, {'state': ['iac', 'ica'], 'rt': 13526}, {'state': ['iac', 'ica', 'oac'], 'rt': 14189}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 14639}]",0.2857142857142857
ADMKQPEWAO,54,syllogistic,multiple-choice,All;clerks;managers/All;clerks;models,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,All;managers;models|All;models;managers,False,False,AA4,"['managers', 'clerks', 'models']","['aac', 'aca']",8018,"[{'state': ['aac'], 'rt': 6151}, {'state': ['aac', 'aca'], 'rt': 6834}]",0.2857142857142857
ADMKQPEWAO,55,syllogistic,multiple-choice,Some not;lifeguards;dentists/All;dentists;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,Some not;lifeguards;plumbers|Some not;plumbers;lifeguards,False,False,OA1,"['lifeguards', 'dentists', 'plumbers']","['oac', 'oca']",10781,"[{'state': ['oac'], 'rt': 7490}, {'state': ['oac', 'oca'], 'rt': 8103}, {'state': ['oac'], 'rt': 8272}, {'state': ['oac', 'oca'], 'rt': 9795}]",0.2857142857142857
ADMKQPEWAO,56,syllogistic,multiple-choice,No;climbers;therapists/Some not;climbers;skaters,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,Some not;therapists;skaters|Some not;skaters;therapists,False,False,EO4,"['therapists', 'climbers', 'skaters']","['oac', 'oca']",16737,"[{'state': ['oca'], 'rt': 15300}, {'state': ['oac', 'oca'], 'rt': 15827}]",0.2857142857142857
